Time_ns,QueueLength,Event
149121,76504,Enqu
149204,77552,Enqu
149210,77552,Dequ
149211,0,Recv
149287,77552,Enqu
149370,78600,Enqu
149377,78600,Dequ
149378,0,Recv
149453,78600,Enqu
149536,79648,Enqu
149544,79648,Dequ
149545,0,Recv
149619,79648,Enqu
149702,80696,Enqu
149711,80696,Dequ
149712,0,Recv
149785,80696,Enqu
149868,81744,Enqu
149878,81744,Dequ
149879,0,Recv
149951,81744,Enqu
150034,82792,Enqu
150045,82792,Dequ
150046,0,Recv
150117,82792,Enqu
150200,83840,Enqu
150212,83840,Dequ
150213,0,Recv
150283,83840,Enqu
150366,84888,Enqu
150379,84888,Dequ
150380,0,Recv
150449,84888,Enqu
150532,85936,Enqu
150546,85936,Dequ
150547,0,Recv
150615,85936,Enqu
150698,86984,Enqu
150713,86984,Dequ
150714,0,Recv
150781,86984,Enqu
150864,88032,Enqu
150880,88032,Dequ
150881,0,Recv
150947,88032,Enqu
151030,89080,Enqu
151047,89080,Dequ
151048,0,Recv
151113,89080,Enqu
151196,90128,Enqu
151214,90128,Dequ
151215,0,Recv
151279,90128,Enqu
151362,91176,Enqu
151381,91176,Dequ
151382,0,Recv
151445,91176,Enqu
151528,92224,Enqu
151548,92224,Dequ
151549,0,Recv
151611,92224,Enqu
151694,93272,Enqu
151715,93272,Dequ
151716,0,Recv
151777,93272,Enqu
151860,94320,Enqu
151882,94320,Dequ
151883,0,Recv
151943,94320,Enqu
152026,95368,Enqu
152049,95368,Dequ
152050,0,Recv
152109,95368,Enqu
152192,96416,Enqu
152216,96416,Dequ
152217,0,Recv
152275,96416,Enqu
152358,97464,Enqu
152383,97464,Dequ
152384,0,Recv
152441,97464,Enqu
152524,98512,Enqu
152550,98512,Dequ
152551,0,Recv
152607,98512,Enqu
152690,99560,Enqu
152717,99560,Dequ
152718,0,Recv
152773,99560,Enqu
152856,100608,Enqu
152884,100608,Dequ
152885,0,Recv
152939,100608,Enqu
153022,101656,Enqu
153051,101656,Dequ
153052,0,Recv
153105,101656,Enqu
153188,102704,Enqu
153218,102704,Dequ
153219,0,Recv
153271,102704,Enqu
153354,103752,Enqu
153385,103752,Dequ
153386,0,Recv
153437,103752,Enqu
153520,104800,Enqu
153552,104800,Dequ
153553,0,Recv
153603,104800,Enqu
153686,105848,Enqu
153719,105848,Dequ
153720,0,Recv
153769,105848,Enqu
153852,106896,Enqu
153886,106896,Dequ
153887,0,Recv
153935,106896,Enqu
154018,107944,Enqu
154053,107944,Dequ
154054,0,Recv
154101,107944,Enqu
154184,108992,Enqu
154220,108992,Dequ
154221,0,Recv
154267,108992,Enqu
154350,110040,Enqu
154387,110040,Dequ
154388,0,Recv
154433,110040,Enqu
154516,111088,Enqu
154554,111088,Dequ
154555,0,Recv
154599,111088,Enqu
154682,112136,Enqu
154721,112136,Dequ
154722,0,Recv
154765,112136,Enqu
154848,113184,Enqu
154888,113184,Dequ
154889,0,Recv
154931,113184,Enqu
155014,114232,Enqu
155055,114232,Dequ
155056,0,Recv
155097,114232,Enqu
155180,115280,Enqu
155222,115280,Dequ
155223,0,Recv
155263,115280,Enqu
155346,116328,Enqu
155389,116328,Dequ
155390,0,Recv
155429,116328,Enqu
155512,117376,Enqu
155556,117376,Dequ
155557,0,Recv
155595,117376,Enqu
155678,118424,Enqu
155723,118424,Dequ
155724,0,Recv
155761,118424,Enqu
155844,119472,Enqu
155890,119472,Dequ
155891,0,Recv
155927,119472,Enqu
156010,120520,Enqu
156057,120520,Dequ
156058,0,Recv
156093,120520,Enqu
156176,121568,Enqu
156224,121568,Dequ
156225,0,Recv
156259,121568,Enqu
156342,122616,Enqu
156391,122616,Dequ
156392,0,Recv
156425,122616,Enqu
156508,123664,Enqu
156558,123664,Dequ
156559,0,Recv
156591,123664,Enqu
156674,124712,Enqu
156725,124712,Dequ
156726,0,Recv
156757,124712,Enqu
156840,125760,Enqu
156892,125760,Dequ
156893,0,Recv
156923,125760,Enqu
157006,126808,Enqu
157059,126808,Dequ
157060,0,Recv
157089,126808,Enqu
157172,127856,Enqu
157226,127856,Dequ
157227,0,Recv
157255,127856,Enqu
157338,128904,Enqu
157393,128904,Dequ
157394,0,Recv
157421,128904,Enqu
157560,128904,Dequ
157561,0,Recv
157727,127856,Dequ
157728,0,Recv
157894,126808,Dequ
157895,0,Recv
158061,125760,Dequ
158062,0,Recv
158228,124712,Dequ
158229,0,Recv
158395,123664,Dequ
158396,0,Recv
158562,122616,Dequ
158563,0,Recv
158729,121568,Dequ
158730,0,Recv
158896,120520,Dequ
158897,0,Recv
159063,119472,Dequ
159064,0,Recv
159230,118424,Dequ
159231,0,Recv
159397,117376,Dequ
159398,0,Recv
159564,116328,Dequ
159565,0,Recv
159731,115280,Dequ
159732,0,Recv
159898,114232,Dequ
159899,0,Recv
160065,113184,Dequ
160066,0,Recv
160232,112136,Dequ
160233,0,Recv
160399,111088,Dequ
160400,0,Recv
160566,110040,Dequ
160567,0,Recv
160733,108992,Dequ
160734,0,Recv
160900,107944,Dequ
160901,0,Recv
161067,106896,Dequ
161068,0,Recv
161234,105848,Dequ
161235,0,Recv
161401,104800,Dequ
161402,0,Recv
161568,103752,Dequ
161569,0,Recv
161735,102704,Dequ
161736,0,Recv
161902,101656,Dequ
161903,0,Recv
162069,100608,Dequ
162070,0,Recv
162236,99560,Dequ
162237,0,Recv
162403,98512,Dequ
162404,0,Recv
162570,97464,Dequ
162571,0,Recv
162737,96416,Dequ
162738,0,Recv
162904,95368,Dequ
162905,0,Recv
163071,94320,Dequ
163072,0,Recv
163238,93272,Dequ
163239,0,Recv
163405,92224,Dequ
163406,0,Recv
163572,91176,Dequ
163573,0,Recv
163739,90128,Dequ
163740,0,Recv
163906,89080,Dequ
163907,0,Recv
164073,88032,Dequ
164074,0,Recv
164240,86984,Dequ
164241,0,Recv
164407,85936,Dequ
164408,0,Recv
164574,84888,Dequ
164575,0,Recv
164741,83840,Dequ
164742,0,Recv
164908,82792,Dequ
164909,0,Recv
165075,81744,Dequ
165076,0,Recv
165242,80696,Dequ
165243,0,Recv
165409,79648,Dequ
165410,0,Recv
165576,78600,Dequ
165577,0,Recv
165743,77552,Dequ
165744,0,Recv
165910,76504,Dequ
165911,0,Recv
165988,76504,Enqu
166071,77552,Enqu
166077,77552,Dequ
166078,0,Recv
166154,77552,Enqu
166237,78600,Enqu
166244,78600,Dequ
166245,0,Recv
166320,78600,Enqu
166403,79648,Enqu
166411,79648,Dequ
166412,0,Recv
166486,79648,Enqu
166569,80696,Enqu
166578,80696,Dequ
166579,0,Recv
166652,80696,Enqu
166735,81744,Enqu
166745,81744,Dequ
166746,0,Recv
166818,81744,Enqu
166901,82792,Enqu
166912,82792,Dequ
166913,0,Recv
166984,82792,Enqu
167067,83840,Enqu
167079,83840,Dequ
167080,0,Recv
167150,83840,Enqu
167233,84888,Enqu
167246,84888,Dequ
167247,0,Recv
167316,84888,Enqu
167399,85936,Enqu
167413,85936,Dequ
167414,0,Recv
167482,85936,Enqu
167565,86984,Enqu
167580,86984,Dequ
167581,0,Recv
167648,86984,Enqu
167731,88032,Enqu
167747,88032,Dequ
167748,0,Recv
167814,88032,Enqu
167897,89080,Enqu
167914,89080,Dequ
167915,0,Recv
167980,89080,Enqu
168063,90128,Enqu
168081,90128,Dequ
168082,0,Recv
168146,90128,Enqu
168229,91176,Enqu
168248,91176,Dequ
168249,0,Recv
168312,91176,Enqu
168395,92224,Enqu
168415,92224,Dequ
168416,0,Recv
168478,92224,Enqu
168561,93272,Enqu
168582,93272,Dequ
168583,0,Recv
168644,93272,Enqu
168727,94320,Enqu
168749,94320,Dequ
168750,0,Recv
168810,94320,Enqu
168893,95368,Enqu
168916,95368,Dequ
168917,0,Recv
168976,95368,Enqu
169059,96416,Enqu
169083,96416,Dequ
169084,0,Recv
169142,96416,Enqu
169225,97464,Enqu
169250,97464,Dequ
169251,0,Recv
169308,97464,Enqu
169391,98512,Enqu
169417,98512,Dequ
169418,0,Recv
169474,98512,Enqu
169557,99560,Enqu
169584,99560,Dequ
169585,0,Recv
169640,99560,Enqu
169723,100608,Enqu
169751,100608,Dequ
169752,0,Recv
169806,100608,Enqu
169889,101656,Enqu
169918,101656,Dequ
169919,0,Recv
169972,101656,Enqu
170055,102704,Enqu
170085,102704,Dequ
170086,0,Recv
170138,102704,Enqu
170221,103752,Enqu
170252,103752,Dequ
170253,0,Recv
170304,103752,Enqu
170387,104800,Enqu
170419,104800,Dequ
170420,0,Recv
170470,104800,Enqu
170553,105848,Enqu
170586,105848,Dequ
170587,0,Recv
170636,105848,Enqu
170719,106896,Enqu
170753,106896,Dequ
170754,0,Recv
170802,106896,Enqu
170885,107944,Enqu
170920,107944,Dequ
170921,0,Recv
170968,107944,Enqu
171051,108992,Enqu
171087,108992,Dequ
171088,0,Recv
171134,108992,Enqu
171217,110040,Enqu
171254,110040,Dequ
171255,0,Recv
171300,110040,Enqu
171383,111088,Enqu
171421,111088,Dequ
171422,0,Recv
171466,111088,Enqu
171549,112136,Enqu
171588,112136,Dequ
171589,0,Recv
171632,112136,Enqu
171715,113184,Enqu
171755,113184,Dequ
171756,0,Recv
171798,113184,Enqu
171881,114232,Enqu
171922,114232,Dequ
171923,0,Recv
171964,114232,Enqu
172047,115280,Enqu
172089,115280,Dequ
172090,0,Recv
172130,115280,Enqu
172213,116328,Enqu
172256,116328,Dequ
172257,0,Recv
172296,116328,Enqu
172379,117376,Enqu
172423,117376,Dequ
172424,0,Recv
172462,117376,Enqu
172545,118424,Enqu
172590,118424,Dequ
172591,0,Recv
172628,118424,Enqu
172711,119472,Enqu
172757,119472,Dequ
172758,0,Recv
172794,119472,Enqu
172877,120520,Enqu
172924,120520,Dequ
172925,0,Recv
172960,120520,Enqu
173043,121568,Enqu
173091,121568,Dequ
173092,0,Recv
173126,121568,Enqu
173209,122616,Enqu
173258,122616,Dequ
173259,0,Recv
173292,122616,Enqu
173375,123664,Enqu
173425,123664,Dequ
173426,0,Recv
173458,123664,Enqu
173541,124712,Enqu
173592,124712,Dequ
173593,0,Recv
173624,124712,Enqu
173707,125760,Enqu
173759,125760,Dequ
173760,0,Recv
173790,125760,Enqu
173873,126808,Enqu
173926,126808,Dequ
173927,0,Recv
173956,126808,Enqu
174039,127856,Enqu
174093,127856,Dequ
174094,0,Recv
174122,127856,Enqu
174205,128904,Enqu
174260,128904,Dequ
174261,0,Recv
174288,128904,Enqu
174427,128904,Dequ
174428,0,Recv
174594,127856,Dequ
174595,0,Recv
174761,126808,Dequ
174762,0,Recv
174928,125760,Dequ
174929,0,Recv
175095,124712,Dequ
175096,0,Recv
175262,123664,Dequ
175263,0,Recv
175429,122616,Dequ
175430,0,Recv
175596,121568,Dequ
175597,0,Recv
175763,120520,Dequ
175764,0,Recv
175930,119472,Dequ
175931,0,Recv
176097,118424,Dequ
176098,0,Recv
176264,117376,Dequ
176265,0,Recv
176431,116328,Dequ
176432,0,Recv
176598,115280,Dequ
176599,0,Recv
176765,114232,Dequ
176766,0,Recv
176932,113184,Dequ
176933,0,Recv
177099,112136,Dequ
177100,0,Recv
177266,111088,Dequ
177267,0,Recv
177433,110040,Dequ
177434,0,Recv
177600,108992,Dequ
177601,0,Recv
177767,107944,Dequ
177768,0,Recv
177934,106896,Dequ
177935,0,Recv
178101,105848,Dequ
178102,0,Recv
178268,104800,Dequ
178269,0,Recv
178435,103752,Dequ
178436,0,Recv
178602,102704,Dequ
178603,0,Recv
178769,101656,Dequ
178770,0,Recv
178936,100608,Dequ
178937,0,Recv
179103,99560,Dequ
179104,0,Recv
179270,98512,Dequ
179271,0,Recv
179437,97464,Dequ
179438,0,Recv
179604,96416,Dequ
179605,0,Recv
179771,95368,Dequ
179772,0,Recv
179938,94320,Dequ
179939,0,Recv
180105,93272,Dequ
180106,0,Recv
180272,92224,Dequ
180273,0,Recv
180439,91176,Dequ
180440,0,Recv
180606,90128,Dequ
180607,0,Recv
180773,89080,Dequ
180774,0,Recv
180940,88032,Dequ
180941,0,Recv
181107,86984,Dequ
181108,0,Recv
181274,85936,Dequ
181275,0,Recv
181441,84888,Dequ
181442,0,Recv
181608,83840,Dequ
181609,0,Recv
181775,82792,Dequ
181776,0,Recv
181942,81744,Dequ
181943,0,Recv
182109,80696,Dequ
182110,0,Recv
182276,79648,Dequ
182277,0,Recv
182443,78600,Dequ
182444,0,Recv
182610,77552,Dequ
182611,0,Recv
182777,76504,Dequ
182778,0,Recv
182855,76504,Enqu
182938,77552,Enqu
182944,77552,Dequ
182945,0,Recv
183021,77552,Enqu
183104,78600,Enqu
183111,78600,Dequ
183112,0,Recv
183187,78600,Enqu
183270,79648,Enqu
183278,79648,Dequ
183279,0,Recv
183353,79648,Enqu
183436,80696,Enqu
183445,80696,Dequ
183446,0,Recv
183519,80696,Enqu
183602,81744,Enqu
183612,81744,Dequ
183613,0,Recv
183685,81744,Enqu
183768,82792,Enqu
183779,82792,Dequ
183780,0,Recv
183851,82792,Enqu
183934,83840,Enqu
183946,83840,Dequ
183947,0,Recv
184017,83840,Enqu
184100,84888,Enqu
184113,84888,Dequ
184114,0,Recv
184183,84888,Enqu
184266,85936,Enqu
184280,85936,Dequ
184281,0,Recv
184349,85936,Enqu
184432,86984,Enqu
184447,86984,Dequ
184448,0,Recv
184515,86984,Enqu
184598,88032,Enqu
184614,88032,Dequ
184615,0,Recv
184681,88032,Enqu
184764,89080,Enqu
184781,89080,Dequ
184782,0,Recv
184847,89080,Enqu
184930,90128,Enqu
184948,90128,Dequ
184949,0,Recv
185013,90128,Enqu
185096,91176,Enqu
185115,91176,Dequ
185116,0,Recv
185179,91176,Enqu
185262,92224,Enqu
185282,92224,Dequ
185283,0,Recv
185345,92224,Enqu
185428,93272,Enqu
185449,93272,Dequ
185450,0,Recv
185511,93272,Enqu
185594,94320,Enqu
185616,94320,Dequ
185617,0,Recv
185677,94320,Enqu
185760,95368,Enqu
185783,95368,Dequ
185784,0,Recv
185843,95368,Enqu
185926,96416,Enqu
185950,96416,Dequ
185951,0,Recv
186009,96416,Enqu
186092,97464,Enqu
186117,97464,Dequ
186118,0,Recv
186175,97464,Enqu
186258,98512,Enqu
186284,98512,Dequ
186285,0,Recv
186341,98512,Enqu
186424,99560,Enqu
186451,99560,Dequ
186452,0,Recv
186507,99560,Enqu
186590,100608,Enqu
186618,100608,Dequ
186619,0,Recv
186673,100608,Enqu
186756,101656,Enqu
186785,101656,Dequ
186786,0,Recv
186839,101656,Enqu
186922,102704,Enqu
186952,102704,Dequ
186953,0,Recv
187005,102704,Enqu
187088,103752,Enqu
187119,103752,Dequ
187120,0,Recv
187171,103752,Enqu
187254,104800,Enqu
187286,104800,Dequ
187287,0,Recv
187337,104800,Enqu
187420,105848,Enqu
187453,105848,Dequ
187454,0,Recv
187503,105848,Enqu
187586,106896,Enqu
187620,106896,Dequ
187621,0,Recv
187669,106896,Enqu
187752,107944,Enqu
187787,107944,Dequ
187788,0,Recv
187835,107944,Enqu
187918,108992,Enqu
187954,108992,Dequ
187955,0,Recv
188001,108992,Enqu
188084,110040,Enqu
188121,110040,Dequ
188122,0,Recv
188167,110040,Enqu
188250,111088,Enqu
188288,111088,Dequ
188289,0,Recv
188333,111088,Enqu
188416,112136,Enqu
188455,112136,Dequ
188456,0,Recv
188499,112136,Enqu
188582,113184,Enqu
188622,113184,Dequ
188623,0,Recv
188665,113184,Enqu
188748,114232,Enqu
188789,114232,Dequ
188790,0,Recv
188831,114232,Enqu
188914,115280,Enqu
188956,115280,Dequ
188957,0,Recv
188997,115280,Enqu
189080,116328,Enqu
189123,116328,Dequ
189124,0,Recv
189163,116328,Enqu
189246,117376,Enqu
189290,117376,Dequ
189291,0,Recv
189329,117376,Enqu
189412,118424,Enqu
189457,118424,Dequ
189458,0,Recv
189495,118424,Enqu
189578,119472,Enqu
189624,119472,Dequ
189625,0,Recv
189661,119472,Enqu
189744,120520,Enqu
189791,120520,Dequ
189792,0,Recv
189827,120520,Enqu
189910,121568,Enqu
189958,121568,Dequ
189959,0,Recv
189993,121568,Enqu
190076,122616,Enqu
190125,122616,Dequ
190126,0,Recv
190159,122616,Enqu
190242,123664,Enqu
190292,123664,Dequ
190293,0,Recv
190325,123664,Enqu
190408,124712,Enqu
190459,124712,Dequ
190460,0,Recv
190491,124712,Enqu
190574,125760,Enqu
190626,125760,Dequ
190627,0,Recv
190657,125760,Enqu
190740,126808,Enqu
190793,126808,Dequ
190794,0,Recv
190823,126808,Enqu
190906,127856,Enqu
190960,127856,Dequ
190961,0,Recv
190989,127856,Enqu
191072,128904,Enqu
191127,128904,Dequ
191128,0,Recv
191155,128904,Enqu
191294,128904,Dequ
191295,0,Recv
191461,127856,Dequ
191462,0,Recv
191628,126808,Dequ
191629,0,Recv
191795,125760,Dequ
191796,0,Recv
191962,124712,Dequ
191963,0,Recv
192129,123664,Dequ
192130,0,Recv
192296,122616,Dequ
192297,0,Recv
192463,121568,Dequ
192464,0,Recv
192630,120520,Dequ
192631,0,Recv
192797,119472,Dequ
192798,0,Recv
192964,118424,Dequ
192965,0,Recv
193131,117376,Dequ
193132,0,Recv
193298,116328,Dequ
193299,0,Recv
193465,115280,Dequ
193466,0,Recv
193632,114232,Dequ
193633,0,Recv
193799,113184,Dequ
193800,0,Recv
193966,112136,Dequ
193967,0,Recv
194133,111088,Dequ
194134,0,Recv
194300,110040,Dequ
194301,0,Recv
194467,108992,Dequ
194468,0,Recv
194634,107944,Dequ
194635,0,Recv
194801,106896,Dequ
194802,0,Recv
194968,105848,Dequ
194969,0,Recv
195135,104800,Dequ
195136,0,Recv
195302,103752,Dequ
195303,0,Recv
195469,102704,Dequ
195470,0,Recv
195636,101656,Dequ
195637,0,Recv
195803,100608,Dequ
195804,0,Recv
195970,99560,Dequ
195971,0,Recv
196137,98512,Dequ
196138,0,Recv
196304,97464,Dequ
196305,0,Recv
196471,96416,Dequ
196472,0,Recv
196638,95368,Dequ
196639,0,Recv
196805,94320,Dequ
196806,0,Recv
196972,93272,Dequ
196973,0,Recv
197139,92224,Dequ
197140,0,Recv
197306,91176,Dequ
197307,0,Recv
197473,90128,Dequ
197474,0,Recv
197640,89080,Dequ
197641,0,Recv
197807,88032,Dequ
197808,0,Recv
197974,86984,Dequ
197975,0,Recv
198141,85936,Dequ
198142,0,Recv
198308,84888,Dequ
198309,0,Recv
198475,83840,Dequ
198476,0,Recv
198642,82792,Dequ
198643,0,Recv
198809,81744,Dequ
198810,0,Recv
198976,80696,Dequ
198977,0,Recv
199143,79648,Dequ
199144,0,Recv
199310,78600,Dequ
199311,0,Recv
199477,77552,Dequ
199478,0,Recv
199644,76504,Dequ
199645,0,Recv
199722,76504,Enqu
199805,77552,Enqu
199811,77552,Dequ
199812,0,Recv
199888,77552,Enqu
199971,78600,Enqu
199978,78600,Dequ
199979,0,Recv
200054,78600,Enqu
200137,79648,Enqu
200145,79648,Dequ
200146,0,Recv
200220,79648,Enqu
200303,80696,Enqu
200312,80696,Dequ
200313,0,Recv
200386,80696,Enqu
200469,81744,Enqu
200479,81744,Dequ
200480,0,Recv
200552,81744,Enqu
200635,82792,Enqu
200646,82792,Dequ
200647,0,Recv
200718,82792,Enqu
200801,83840,Enqu
200813,83840,Dequ
200814,0,Recv
200884,83840,Enqu
200967,84888,Enqu
200980,84888,Dequ
200981,0,Recv
201050,84888,Enqu
201133,85936,Enqu
201147,85936,Dequ
201148,0,Recv
201216,85936,Enqu
201299,86984,Enqu
201314,86984,Dequ
201315,0,Recv
201382,86984,Enqu
201465,88032,Enqu
201481,88032,Dequ
201482,0,Recv
201548,88032,Enqu
201631,89080,Enqu
201648,89080,Dequ
201649,0,Recv
201714,89080,Enqu
201797,90128,Enqu
201815,90128,Dequ
201816,0,Recv
201880,90128,Enqu
201963,91176,Enqu
201982,91176,Dequ
201983,0,Recv
202046,91176,Enqu
202129,92224,Enqu
202149,92224,Dequ
202150,0,Recv
202212,92224,Enqu
202295,93272,Enqu
202316,93272,Dequ
202317,0,Recv
202378,93272,Enqu
202461,94320,Enqu
202483,94320,Dequ
202484,0,Recv
202544,94320,Enqu
202627,95368,Enqu
202650,95368,Dequ
202651,0,Recv
202710,95368,Enqu
202793,96416,Enqu
202817,96416,Dequ
202818,0,Recv
202876,96416,Enqu
202959,97464,Enqu
202984,97464,Dequ
202985,0,Recv
203042,97464,Enqu
203125,98512,Enqu
203151,98512,Dequ
203152,0,Recv
203208,98512,Enqu
203291,99560,Enqu
203318,99560,Dequ
203319,0,Recv
203374,99560,Enqu
203457,100608,Enqu
203485,100608,Dequ
203486,0,Recv
203540,100608,Enqu
203623,101656,Enqu
203652,101656,Dequ
203653,0,Recv
203706,101656,Enqu
203789,102704,Enqu
203819,102704,Dequ
203820,0,Recv
203872,102704,Enqu
203955,103752,Enqu
203986,103752,Dequ
203987,0,Recv
204038,103752,Enqu
204121,104800,Enqu
204153,104800,Dequ
204154,0,Recv
204204,104800,Enqu
204287,105848,Enqu
204320,105848,Dequ
204321,0,Recv
204370,105848,Enqu
204453,106896,Enqu
204487,106896,Dequ
204488,0,Recv
204536,106896,Enqu
204619,107944,Enqu
204654,107944,Dequ
204655,0,Recv
204702,107944,Enqu
204785,108992,Enqu
204821,108992,Dequ
204822,0,Recv
204868,108992,Enqu
204951,110040,Enqu
204988,110040,Dequ
204989,0,Recv
205034,110040,Enqu
205117,111088,Enqu
205155,111088,Dequ
205156,0,Recv
205200,111088,Enqu
205283,112136,Enqu
205322,112136,Dequ
205323,0,Recv
205366,112136,Enqu
205449,113184,Enqu
205489,113184,Dequ
205490,0,Recv
205532,113184,Enqu
205615,114232,Enqu
205656,114232,Dequ
205657,0,Recv
205698,114232,Enqu
205781,115280,Enqu
205823,115280,Dequ
205824,0,Recv
205864,115280,Enqu
205947,116328,Enqu
205990,116328,Dequ
205991,0,Recv
206030,116328,Enqu
206113,117376,Enqu
206157,117376,Dequ
206158,0,Recv
206196,117376,Enqu
206279,118424,Enqu
206324,118424,Dequ
206325,0,Recv
206362,118424,Enqu
206445,119472,Enqu
206491,119472,Dequ
206492,0,Recv
206528,119472,Enqu
206611,120520,Enqu
206658,120520,Dequ
206659,0,Recv
206694,120520,Enqu
206777,121568,Enqu
206825,121568,Dequ
206826,0,Recv
206860,121568,Enqu
206943,122616,Enqu
206992,122616,Dequ
206993,0,Recv
207026,122616,Enqu
207109,123664,Enqu
207159,123664,Dequ
207160,0,Recv
207192,123664,Enqu
207275,124712,Enqu
207326,124712,Dequ
207327,0,Recv
207358,124712,Enqu
207441,125760,Enqu
207493,125760,Dequ
207494,0,Recv
207524,125760,Enqu
207607,126808,Enqu
207660,126808,Dequ
207661,0,Recv
207690,126808,Enqu
207773,127856,Enqu
207827,127856,Dequ
207828,0,Recv
207856,127856,Enqu
207939,128904,Enqu
207994,128904,Dequ
207995,0,Recv
208022,128904,Enqu
208161,128904,Dequ
208162,0,Recv
208328,127856,Dequ
208329,0,Recv
208495,126808,Dequ
208496,0,Recv
208662,125760,Dequ
208663,0,Recv
208829,124712,Dequ
208830,0,Recv
208996,123664,Dequ
208997,0,Recv
209163,122616,Dequ
209164,0,Recv
209330,121568,Dequ
209331,0,Recv
209497,120520,Dequ
209498,0,Recv
209664,119472,Dequ
209665,0,Recv
209831,118424,Dequ
209832,0,Recv
209998,117376,Dequ
209999,0,Recv
210165,116328,Dequ
210166,0,Recv
210332,115280,Dequ
210333,0,Recv
210499,114232,Dequ
210500,0,Recv
210666,113184,Dequ
210667,0,Recv
210833,112136,Dequ
210834,0,Recv
211000,111088,Dequ
211001,0,Recv
211167,110040,Dequ
211168,0,Recv
211334,108992,Dequ
211335,0,Recv
211501,107944,Dequ
211502,0,Recv
211668,106896,Dequ
211669,0,Recv
211835,105848,Dequ
211836,0,Recv
212002,104800,Dequ
212003,0,Recv
212169,103752,Dequ
212170,0,Recv
212336,102704,Dequ
212337,0,Recv
212503,101656,Dequ
212504,0,Recv
212670,100608,Dequ
212671,0,Recv
212837,99560,Dequ
212838,0,Recv
213004,98512,Dequ
213005,0,Recv
213171,97464,Dequ
213172,0,Recv
213338,96416,Dequ
213339,0,Recv
213505,95368,Dequ
213506,0,Recv
213672,94320,Dequ
213673,0,Recv
213839,93272,Dequ
213840,0,Recv
214006,92224,Dequ
214007,0,Recv
214173,91176,Dequ
214174,0,Recv
214340,90128,Dequ
214341,0,Recv
214507,89080,Dequ
214508,0,Recv
214674,88032,Dequ
214675,0,Recv
214841,86984,Dequ
214842,0,Recv
215008,85936,Dequ
215009,0,Recv
215175,84888,Dequ
215176,0,Recv
215342,83840,Dequ
215343,0,Recv
215509,82792,Dequ
215510,0,Recv
215676,81744,Dequ
215677,0,Recv
215843,80696,Dequ
215844,0,Recv
216010,79648,Dequ
216011,0,Recv
216177,78600,Dequ
216178,0,Recv
216344,77552,Dequ
216345,0,Recv
216511,76504,Dequ
216512,0,Recv
216589,76504,Enqu
216672,77552,Enqu
216678,77552,Dequ
216679,0,Recv
216755,77552,Enqu
216838,78600,Enqu
216845,78600,Dequ
216846,0,Recv
216921,78600,Enqu
217004,79648,Enqu
217012,79648,Dequ
217013,0,Recv
217087,79648,Enqu
217170,80696,Enqu
217179,80696,Dequ
217180,0,Recv
217253,80696,Enqu
217336,81744,Enqu
217346,81744,Dequ
217347,0,Recv
217419,81744,Enqu
217502,82792,Enqu
217513,82792,Dequ
217514,0,Recv
217585,82792,Enqu
217668,83840,Enqu
217680,83840,Dequ
217681,0,Recv
217751,83840,Enqu
217834,84888,Enqu
217847,84888,Dequ
217848,0,Recv
217917,84888,Enqu
218000,85936,Enqu
218014,85936,Dequ
218015,0,Recv
218083,85936,Enqu
218166,86984,Enqu
218181,86984,Dequ
218182,0,Recv
218249,86984,Enqu
218332,88032,Enqu
218348,88032,Dequ
218349,0,Recv
218415,88032,Enqu
218498,89080,Enqu
218515,89080,Dequ
218516,0,Recv
218581,89080,Enqu
218664,90128,Enqu
218682,90128,Dequ
218683,0,Recv
218747,90128,Enqu
218830,91176,Enqu
218849,91176,Dequ
218850,0,Recv
218913,91176,Enqu
218996,92224,Enqu
219016,92224,Dequ
219017,0,Recv
219079,92224,Enqu
219162,93272,Enqu
219183,93272,Dequ
219184,0,Recv
219245,93272,Enqu
219328,94320,Enqu
219350,94320,Dequ
219351,0,Recv
219411,94320,Enqu
219494,95368,Enqu
219517,95368,Dequ
219518,0,Recv
219577,95368,Enqu
219660,96416,Enqu
219684,96416,Dequ
219685,0,Recv
219743,96416,Enqu
219826,97464,Enqu
219851,97464,Dequ
219852,0,Recv
219909,97464,Enqu
219992,98512,Enqu
220018,98512,Dequ
220019,0,Recv
220075,98512,Enqu
220158,99560,Enqu
220185,99560,Dequ
220186,0,Recv
220241,99560,Enqu
220324,100608,Enqu
220352,100608,Dequ
220353,0,Recv
220407,100608,Enqu
220490,101656,Enqu
220519,101656,Dequ
220520,0,Recv
220573,101656,Enqu
220656,102704,Enqu
220686,102704,Dequ
220687,0,Recv
220739,102704,Enqu
220822,103752,Enqu
220853,103752,Dequ
220854,0,Recv
220905,103752,Enqu
220988,104800,Enqu
221020,104800,Dequ
221021,0,Recv
221071,104800,Enqu
221154,105848,Enqu
221187,105848,Dequ
221188,0,Recv
221237,105848,Enqu
221320,106896,Enqu
221354,106896,Dequ
221355,0,Recv
221403,106896,Enqu
221486,107944,Enqu
221521,107944,Dequ
221522,0,Recv
221569,107944,Enqu
221652,108992,Enqu
221688,108992,Dequ
221689,0,Recv
221735,108992,Enqu
221818,110040,Enqu
221855,110040,Dequ
221856,0,Recv
221901,110040,Enqu
221984,111088,Enqu
222022,111088,Dequ
222023,0,Recv
222067,111088,Enqu
222150,112136,Enqu
222189,112136,Dequ
222190,0,Recv
222233,112136,Enqu
222316,113184,Enqu
222356,113184,Dequ
