time_us,node,port,qlen_kb
31.044,0,1,0.0
31.127,0,1,0.0
31.142,0,1,0.0
31.21,0,1,0.0
31.293,0,1,0.0
31.309,0,1,0.0
31.376,0,1,0.0
31.459,0,1,0.0
31.476,0,1,0.0
31.542,0,1,0.0
31.625,0,1,0.0
31.643,0,1,0.0
31.708,0,1,0.0
31.791,0,1,0.0
31.81,0,1,0.0
31.874,0,1,0.0
31.957,0,1,0.0
31.977,0,1,0.0
32.04,0,1,0.0
32.123,0,1,0.0
32.144,0,1,0.0
32.206,0,1,0.0
32.289,0,1,0.0
32.311,0,1,0.0
32.372,0,1,0.0
32.455,0,1,0.0
32.478,0,1,0.0
32.538,0,1,0.0
32.621,0,1,0.0
32.645,0,1,0.0
32.704,0,1,0.0
32.787,0,1,0.0
32.812,0,1,0.0
32.87,0,1,0.0
32.953,0,1,0.0
32.979,0,1,0.0
33.036,0,1,0.0
33.119,0,1,0.0
33.146,0,1,0.0
33.202,0,1,0.0
33.285,0,1,0.0
33.313,0,1,0.0
33.368,0,1,0.0
33.451,0,1,0.0
33.48,0,1,0.0
33.534,0,1,0.0
33.617,0,1,0.0
33.647,0,1,0.0
33.7,0,1,0.0
33.783,0,1,0.0
33.814,0,1,0.0
33.866,0,1,0.0
33.949,0,1,0.0
33.981,0,1,0.0
34.032,0,1,0.0
34.115,0,1,0.0
34.148,0,1,0.0
34.198,0,1,0.0
34.281,0,1,0.0
34.315,0,1,0.0
34.364,0,1,0.0
34.447,0,1,0.0
34.482,0,1,0.0
34.53,0,1,0.0
34.613,0,1,0.0
34.649,0,1,0.0
34.696,0,1,0.0
34.779,0,1,0.0
34.816,0,1,0.0
34.862,0,1,0.0
34.945,0,1,0.0
34.983,0,1,0.0
35.028,0,1,0.0
35.111,0,1,0.0
35.15,0,1,0.0
35.194,0,1,0.0
35.277,0,1,0.0
35.317,0,1,0.0
35.36,0,1,0.0
35.443,0,1,0.0
35.484,0,1,0.0
35.526,0,1,0.0
35.609,0,1,0.0
35.651,0,1,0.0
35.692,0,1,0.0
35.775,0,1,0.0
35.818,0,1,0.0
35.858,0,1,0.0
35.941,0,1,0.0
35.985,0,1,0.0
36.024,0,1,0.0
36.107,0,1,0.0
36.152,0,1,0.0
36.19,0,1,0.0
36.273,0,1,0.0
36.319,0,1,0.0
36.356,0,1,0.0
36.439,0,1,0.0
36.486,0,1,0.0
36.522,0,1,0.0
36.605,0,1,0.0
36.653,0,1,0.0
36.688,0,1,0.0
36.771,0,1,0.0
36.82,0,1,0.0
36.854,0,1,0.0
36.937,0,1,0.0
36.987,0,1,0.0
37.02,0,1,0.0
37.103,0,1,0.0
37.154,0,1,0.0
37.186,0,1,0.0
37.269,0,1,0.0
37.288,0,1,0.0
37.321,0,1,0.0
37.488,0,1,0.0
37.655,0,1,0.0
37.822,0,1,0.0
37.989,0,1,0.0
38.156,0,1,0.0
38.323,0,1,0.0
38.49,0,1,0.0
38.657,0,1,0.0
38.824,0,1,0.0
38.991,0,1,0.0
39.158,0,1,0.0
39.325,0,1,0.0
39.492,0,1,0.0
39.659,0,1,0.0
39.826,0,1,0.0
39.993,0,1,0.0
40.16,0,1,0.0
40.327,0,1,0.0
40.494,0,1,0.0
40.661,0,1,0.0
40.828,0,1,0.0
40.995,0,1,0.0
41.162,0,1,0.0
41.329,0,1,0.0
41.496,0,1,0.0
41.663,0,1,0.0
41.83,0,1,0.0
41.997,0,1,0.0
42.164,0,1,0.0
42.331,0,1,0.0
42.498,0,1,0.0
42.665,0,1,0.0
42.832,0,1,0.0
42.999,0,1,0.0
43.166,0,1,0.0
43.333,0,1,0.0
43.5,0,1,0.0
43.667,0,1,0.0
43.834,0,1,0.0
44.001,0,1,0.0
44.168,0,1,0.0
44.335,0,1,0.0
44.502,0,1,0.0
44.669,0,1,0.0
44.836,0,1,0.0
45.003,0,1,0.0
45.17,0,1,0.0
45.337,0,1,0.0
45.504,0,1,0.0
45.671,0,1,0.0
45.836,0,1,0.0
45.836,0,1,0.0
45.84,0,1,0.0
45.919,0,1,0.0
46.002,0,1,0.0
46.005,0,1,0.0
46.085,0,1,0.0
46.168,0,1,0.0
46.172,0,1,0.0
46.251,0,1,0.0
46.334,0,1,0.0
46.339,0,1,0.0
46.417,0,1,0.0
46.5,0,1,0.0
46.506,0,1,0.0
46.583,0,1,0.0
46.666,0,1,0.0
46.673,0,1,0.0
46.749,0,1,0.0
46.832,0,1,0.0
46.84,0,1,0.0
46.915,0,1,0.0
46.998,0,1,0.0
47.007,0,1,0.0
47.081,0,1,0.0
47.164,0,1,0.0
47.174,0,1,0.0
47.247,0,1,0.0
47.33,0,1,0.0
47.341,0,1,0.0
47.413,0,1,0.0
47.496,0,1,0.0
47.508,0,1,0.0
47.579,0,1,0.0
47.662,0,1,0.0
47.675,0,1,0.0
47.745,0,1,0.0
47.828,0,1,0.0
47.842,0,1,0.0
47.911,0,1,0.0
47.994,0,1,0.0
48.009,0,1,0.0
48.077,0,1,0.0
48.16,0,1,0.0
48.176,0,1,0.0
48.243,0,1,0.0
48.326,0,1,0.0
48.343,0,1,0.0
48.409,0,1,0.0
48.492,0,1,0.0
48.51,0,1,0.0
48.575,0,1,0.0
48.658,0,1,0.0
48.677,0,1,0.0
48.741,0,1,0.0
48.824,0,1,0.0
48.844,0,1,0.0
48.907,0,1,0.0
48.99,0,1,0.0
49.011,0,1,0.0
49.073,0,1,0.0
49.156,0,1,0.0
49.178,0,1,0.0
49.239,0,1,0.0
49.322,0,1,0.0
49.345,0,1,0.0
49.405,0,1,0.0
49.488,0,1,0.0
49.512,0,1,0.0
49.571,0,1,0.0
49.654,0,1,0.0
49.679,0,1,0.0
49.737,0,1,0.0
49.82,0,1,0.0
49.846,0,1,0.0
49.903,0,1,0.0
49.986,0,1,0.0
50.013,0,1,0.0
50.069,0,1,0.0
50.152,0,1,0.0
50.18,0,1,0.0
50.235,0,1,0.0
50.318,0,1,0.0
50.347,0,1,0.0
50.401,0,1,0.0
50.484,0,1,0.0
50.514,0,1,0.0
50.567,0,1,0.0
50.65,0,1,0.0
50.681,0,1,0.0
50.733,0,1,0.0
50.816,0,1,0.0
50.848,0,1,0.0
50.899,0,1,0.0
50.982,0,1,0.0
51.015,0,1,0.0
51.065,0,1,0.0
51.148,0,1,0.0
51.182,0,1,0.0
51.231,0,1,0.0
51.314,0,1,0.0
51.349,0,1,0.0
51.397,0,1,0.0
51.48,0,1,0.0
51.516,0,1,0.0
51.563,0,1,0.0
51.646,0,1,0.0
51.683,0,1,0.0
51.729,0,1,0.0
51.812,0,1,0.0
51.85,0,1,0.0
51.895,0,1,0.0
51.978,0,1,0.0
52.017,0,1,0.0
52.061,0,1,0.0
52.144,0,1,0.0
52.184,0,1,0.0
52.227,0,1,0.0
52.31,0,1,0.0
52.351,0,1,0.0
52.393,0,1,0.0
52.476,0,1,0.0
52.518,0,1,0.0
52.559,0,1,0.0
52.642,0,1,0.0
52.685,0,1,0.0
52.725,0,1,0.0
52.808,0,1,0.0
52.852,0,1,0.0
52.891,0,1,0.0
52.974,0,1,0.0
53.019,0,1,0.0
53.057,0,1,0.0
53.14,0,1,0.0
53.186,0,1,0.0
53.223,0,1,0.0
53.306,0,1,0.0
53.353,0,1,0.0
53.389,0,1,0.0
53.472,0,1,0.0
53.52,0,1,0.0
53.555,0,1,0.0
53.638,0,1,0.0
53.687,0,1,0.0
53.721,0,1,0.0
53.804,0,1,0.0
53.854,0,1,0.0
53.887,0,1,0.0
53.97,0,1,0.0
54.021,0,1,0.0
54.053,0,1,0.0
54.136,0,1,0.0
54.155,0,1,0.0
54.188,0,1,0.0
54.355,0,1,0.0
54.522,0,1,0.0
54.689,0,1,0.0
54.856,0,1,0.0
55.023,0,1,0.0
55.19,0,1,0.0
55.357,0,1,0.0
55.524,0,1,0.0
55.691,0,1,0.0
55.858,0,1,0.0
56.025,0,1,0.0
56.192,0,1,0.0
56.359,0,1,0.0
56.526,0,1,0.0
56.693,0,1,0.0
56.86,0,1,0.0
57.027,0,1,0.0
57.194,0,1,0.0
57.361,0,1,0.0
57.528,0,1,0.0
57.695,0,1,0.0
57.862,0,1,0.0
58.029,0,1,0.0
58.196,0,1,0.0
58.363,0,1,0.0
58.53,0,1,0.0
58.697,0,1,0.0
58.864,0,1,0.0
59.031,0,1,0.0
59.198,0,1,0.0
59.365,0,1,0.0
59.532,0,1,0.0
59.699,0,1,0.0
59.866,0,1,0.0
60.033,0,1,0.0
60.2,0,1,0.0
60.367,0,1,0.0
60.534,0,1,0.0
60.701,0,1,0.0
60.868,0,1,0.0
61.035,0,1,0.0
61.202,0,1,0.0
61.369,0,1,0.0
61.536,0,1,0.0
61.703,0,1,0.0
61.87,0,1,0.0
62.037,0,1,0.0
62.204,0,1,0.0
62.371,0,1,0.0
62.538,0,1,0.0
62.703,0,1,0.0
62.703,0,1,0.0
62.707,0,1,0.0
62.786,0,1,0.0
62.869,0,1,0.0
62.872,0,1,0.0
62.952,0,1,0.0
63.035,0,1,0.0
63.039,0,1,0.0
63.118,0,1,0.0
63.201,0,1,0.0
63.206,0,1,0.0
63.284,0,1,0.0
63.367,0,1,0.0
63.373,0,1,0.0
63.45,0,1,0.0
63.533,0,1,0.0
63.54,0,1,0.0
63.616,0,1,0.0
63.699,0,1,0.0
63.707,0,1,0.0
63.782,0,1,0.0
63.865,0,1,0.0
63.874,0,1,0.0
63.948,0,1,0.0
64.031,0,1,0.0
64.041,0,1,0.0
64.114,0,1,0.0
64.197,0,1,0.0
64.208,0,1,0.0
64.28,0,1,0.0
64.363,0,1,0.0
64.375,0,1,0.0
64.446,0,1,0.0
64.529,0,1,0.0
64.542,0,1,0.0
64.612,0,1,0.0
64.695,0,1,0.0
64.709,0,1,0.0
64.778,0,1,0.0
64.861,0,1,0.0
64.876,0,1,0.0
64.944,0,1,0.0
65.027,0,1,0.0
65.043,0,1,0.0
65.11,0,1,0.0
65.193,0,1,0.0
65.21,0,1,0.0
65.276,0,1,0.0
65.359,0,1,0.0
65.377,0,1,0.0
65.442,0,1,0.0
65.525,0,1,0.0
65.544,0,1,0.0
65.608,0,1,0.0
65.691,0,1,0.0
65.711,0,1,0.0
65.774,0,1,0.0
65.857,0,1,0.0
65.878,0,1,0.0
65.94,0,1,0.0
66.023,0,1,0.0
66.045,0,1,0.0
66.106,0,1,0.0
66.189,0,1,0.0
66.212,0,1,0.0
66.272,0,1,0.0
66.355,0,1,0.0
66.379,0,1,0.0
66.438,0,1,0.0
66.521,0,1,0.0
66.546,0,1,0.0
66.604,0,1,0.0
66.687,0,1,0.0
66.713,0,1,0.0
66.77,0,1,0.0
66.853,0,1,0.0
66.88,0,1,0.0
66.936,0,1,0.0
67.019,0,1,0.0
67.047,0,1,0.0
67.102,0,1,0.0
67.185,0,1,0.0
67.214,0,1,0.0
67.268,0,1,0.0
67.351,0,1,0.0
67.381,0,1,0.0
67.434,0,1,0.0
67.517,0,1,0.0
67.548,0,1,0.0
67.6,0,1,0.0
67.683,0,1,0.0
67.715,0,1,0.0
67.766,0,1,0.0
67.849,0,1,0.0
67.882,0,1,0.0
67.932,0,1,0.0
68.015,0,1,0.0
68.049,0,1,0.0
68.098,0,1,0.0
68.181,0,1,0.0
68.216,0,1,0.0
68.264,0,1,0.0
68.347,0,1,0.0
68.383,0,1,0.0
68.43,0,1,0.0
68.513,0,1,0.0
68.55,0,1,0.0
68.596,0,1,0.0
68.679,0,1,0.0
68.717,0,1,0.0
68.762,0,1,0.0
68.845,0,1,0.0
68.884,0,1,0.0
68.928,0,1,0.0
69.011,0,1,0.0
69.051,0,1,0.0
69.094,0,1,0.0
69.177,0,1,0.0
69.218,0,1,0.0
69.26,0,1,0.0
69.343,0,1,0.0
69.385,0,1,0.0
69.426,0,1,0.0
69.509,0,1,0.0
69.552,0,1,0.0
69.592,0,1,0.0
69.675,0,1,0.0
69.719,0,1,0.0
69.758,0,1,0.0
69.841,0,1,0.0
69.886,0,1,0.0
69.924,0,1,0.0
70.007,0,1,0.0
70.053,0,1,0.0
70.09,0,1,0.0
70.173,0,1,0.0
70.22,0,1,0.0
70.256,0,1,0.0
70.339,0,1,0.0
70.387,0,1,0.0
70.422,0,1,0.0
70.505,0,1,0.0
70.554,0,1,0.0
70.588,0,1,0.0
70.671,0,1,0.0
70.721,0,1,0.0
70.754,0,1,0.0
70.837,0,1,0.0
70.888,0,1,0.0
70.92,0,1,0.0
71.003,0,1,0.0
71.022,0,1,0.0
71.055,0,1,0.0
71.222,0,1,0.0
71.389,0,1,0.0
71.556,0,1,0.0
71.723,0,1,0.0
71.89,0,1,0.0
72.057,0,1,0.0
72.224,0,1,0.0
72.391,0,1,0.0
72.558,0,1,0.0
72.725,0,1,0.0
72.892,0,1,0.0
73.059,0,1,0.0
73.226,0,1,0.0
73.393,0,1,0.0
73.56,0,1,0.0
73.727,0,1,0.0
73.894,0,1,0.0
74.061,0,1,0.0
74.228,0,1,0.0
74.395,0,1,0.0
74.562,0,1,0.0
74.729,0,1,0.0
74.896,0,1,0.0
75.063,0,1,0.0
75.23,0,1,0.0
75.397,0,1,0.0
75.564,0,1,0.0
75.731,0,1,0.0
75.898,0,1,0.0
76.065,0,1,0.0
76.232,0,1,0.0
76.399,0,1,0.0
76.566,0,1,0.0
76.733,0,1,0.0
76.9,0,1,0.0
77.067,0,1,0.0
77.234,0,1,0.0
77.401,0,1,0.0
77.568,0,1,0.0
77.735,0,1,0.0
77.902,0,1,0.0
78.069,0,1,0.0
78.236,0,1,0.0
78.403,0,1,0.0
78.57,0,1,0.0
78.737,0,1,0.0
78.904,0,1,0.0
79.071,0,1,0.0
79.238,0,1,0.0
79.405,0,1,0.0
79.57,0,1,0.0
79.57,0,1,0.0
79.574,0,1,0.0
79.653,0,1,0.0
79.736,0,1,0.0
79.739,0,1,0.0
79.819,0,1,0.0
79.902,0,1,0.0
79.906,0,1,0.0
79.985,0,1,0.0
80.068,0,1,0.0
80.073,0,1,0.0
80.151,0,1,0.0
80.234,0,1,0.0
80.24,0,1,0.0
80.317,0,1,0.0
80.4,0,1,0.0
80.407,0,1,0.0
80.483,0,1,0.0
80.566,0,1,0.0
80.574,0,1,0.0
80.649,0,1,0.0
80.732,0,1,0.0
80.741,0,1,0.0
80.815,0,1,0.0
80.898,0,1,0.0
80.908,0,1,0.0
80.981,0,1,0.0
81.064,0,1,0.0
81.075,0,1,0.0
81.147,0,1,0.0
81.23,0,1,0.0
81.242,0,1,0.0
81.313,0,1,0.0
81.396,0,1,0.0
81.409,0,1,0.0
81.479,0,1,0.0
81.562,0,1,0.0
81.576,0,1,0.0
81.645,0,1,0.0
81.728,0,1,0.0
81.743,0,1,0.0
81.811,0,1,0.0
81.894,0,1,0.0
81.91,0,1,0.0
81.977,0,1,0.0
82.06,0,1,0.0
82.077,0,1,0.0
82.143,0,1,0.0
82.226,0,1,0.0
82.244,0,1,0.0
82.309,0,1,0.0
82.392,0,1,0.0
82.411,0,1,0.0
82.475,0,1,0.0
82.558,0,1,0.0
82.578,0,1,0.0
82.641,0,1,0.0
82.724,0,1,0.0
82.745,0,1,0.0
82.807,0,1,0.0
82.89,0,1,0.0
82.912,0,1,0.0
82.973,0,1,0.0
83.056,0,1,0.0
83.079,0,1,0.0
83.139,0,1,0.0
83.222,0,1,0.0
83.246,0,1,0.0
83.305,0,1,0.0
83.388,0,1,0.0
83.413,0,1,0.0
83.471,0,1,0.0
83.554,0,1,0.0
83.58,0,1,0.0
83.637,0,1,0.0
83.72,0,1,0.0
83.747,0,1,0.0
83.803,0,1,0.0
83.886,0,1,0.0
83.914,0,1,0.0
83.969,0,1,0.0
84.052,0,1,0.0
84.081,0,1,0.0
84.135,0,1,0.0
84.218,0,1,0.0
84.248,0,1,0.0
84.301,0,1,0.0
84.384,0,1,0.0
84.415,0,1,0.0
84.467,0,1,0.0
84.55,0,1,0.0
84.582,0,1,0.0
84.633,0,1,0.0
84.716,0,1,0.0
84.749,0,1,0.0
84.799,0,1,0.0
84.882,0,1,0.0
84.916,0,1,0.0
84.965,0,1,0.0
85.048,0,1,0.0
85.083,0,1,0.0
85.131,0,1,0.0
85.214,0,1,0.0
85.25,0,1,0.0
85.297,0,1,0.0
85.38,0,1,0.0
85.417,0,1,0.0
85.463,0,1,0.0
85.546,0,1,0.0
85.584,0,1,0.0
85.629,0,1,0.0
85.712,0,1,0.0
85.751,0,1,0.0
85.795,0,1,0.0
85.878,0,1,0.0
85.918,0,1,0.0
85.961,0,1,0.0
86.044,0,1,0.0
86.085,0,1,0.0
86.127,0,1,0.0
86.21,0,1,0.0
86.252,0,1,0.0
86.293,0,1,0.0
86.376,0,1,0.0
86.419,0,1,0.0
86.459,0,1,0.0
86.542,0,1,0.0
86.586,0,1,0.0
86.625,0,1,0.0
86.708,0,1,0.0
86.753,0,1,0.0
86.791,0,1,0.0
86.874,0,1,0.0
86.92,0,1,0.0
86.957,0,1,0.0
87.04,0,1,0.0
87.087,0,1,0.0
87.123,0,1,0.0
87.206,0,1,0.0
87.254,0,1,0.0
87.289,0,1,0.0
87.372,0,1,0.0
87.421,0,1,0.0
87.455,0,1,0.0
87.538,0,1,0.0
87.588,0,1,0.0
87.621,0,1,0.0
87.704,0,1,0.0
87.755,0,1,0.0
87.787,0,1,0.0
87.87,0,1,0.0
87.889,0,1,0.0
87.922,0,1,0.0
88.089,0,1,0.0
88.256,0,1,0.0
88.423,0,1,0.0
88.59,0,1,0.0
88.757,0,1,0.0
88.924,0,1,0.0
89.091,0,1,0.0
89.258,0,1,0.0
89.425,0,1,0.0
89.592,0,1,0.0
89.759,0,1,0.0
89.926,0,1,0.0
90.093,0,1,0.0
90.26,0,1,0.0
90.427,0,1,0.0
90.594,0,1,0.0
90.761,0,1,0.0
90.928,0,1,0.0
91.095,0,1,0.0
91.262,0,1,0.0
91.429,0,1,0.0
91.596,0,1,0.0
91.763,0,1,0.0
91.93,0,1,0.0
92.097,0,1,0.0
92.264,0,1,0.0
